Category,Processed_Message,Cluster
0,"['yeah', 'got', '2', 'wa', 'v', 'apologetic', 'n', 'fallen', 'wa', 'actin', 'like', 'spoilt', 'child', 'got', 'caught', 'till', '2', 'wont', 'go', 'badly', 'cheer']",personal
0,"['k', 'tell', 'anything']",personal
0,"['fear', 'fainting', 'housework', 'quick', 'cuppa']",personal
1,"['thanks', 'subscription', 'ringtone', 'uk', 'mobile', 'charged', '£5month', 'please', 'confirm', 'replying', 'yes', 'reply', 'charged']",personal
0,"['yup', 'ok', 'go', 'home', 'look', 'timing', 'msg', 'ü', 'xuhui', 'going', 'learn', '2nd', 'may', 'lesson', '8am']",personal
0,"['oops', 'ill', 'let', 'know', 'roommate', 'done']",personal
0,"['see', 'letter', 'b', 'car']",personal
0,"['anything', 'lor', 'u', 'decide']",personal
0,"['hello', 'hows', 'saturday', 'go', 'wa', 'texting', 'see', 'youd', 'decided', 'anything', 'tomo', 'im', 'trying', 'invite', 'anything']",personal
0,"['pls', 'go', 'ahead', 'watt', 'wanted', 'sure', 'great', 'weekend', 'abiola']",personal
0,"['forget', 'tell', 'want', 'need', 'crave', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']",personal
1,"['07732584351', 'rodger', 'burn', 'msg', 'tried', 'call', 'reply', 'sm', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', '08000930705', 'delivery', 'tomorrow']",work
0,['seeing'],personal
0,"['great', 'hope', 'like', 'man', 'well', 'endowed', 'ltgt', 'inch']",personal
0,"['callsmessagesmissed', 'call']",work
0,"['didnt', 'get', 'hep', 'b', 'immunisation', 'nigeria']",personal
0,"['fair', 'enough', 'anything', 'going']",personal
0,"['yeah', 'hopefully', 'tyler', 'cant', 'could', 'maybe', 'ask', 'around', 'bit']",personal
0,"['u', 'dont', 'know', 'stubborn', 'didnt', 'even', 'want', 'go', 'hospital', 'kept', 'telling', 'mark', 'im', 'weak', 'sucker', 'hospital', 'weak', 'sucker']",personal
0,"['thinked', 'first', 'time', 'saw', 'class']",personal
0,"['gram', 'usually', 'run', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'ltgt']",personal
0,"['k', 'fyi', 'x', 'ha', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']",personal
0,"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'wa', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'im', 'sorry', 'didnt', 'dont', 'give', 'im', 'sorry', 'offered', 'im', 'sorry', 'room', 'wa', 'embarassing']",personal
1,"['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']",personal
0,"['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']",personal
1,"['congrats', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss']",work
0,"['sorry', 'ill', 'call', 'later', 'meeting']",work
0,"['tell', 'reached']",personal
0,"['yesgauti', 'sehwag', 'odi', 'series']",personal
0,"['gon', 'na', 'pick', '1', 'burger', 'way', 'home', 'cant', 'even', 'move', 'pain', 'killing']",personal
0,"['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situation', 'seeker']",personal
0,"['part', 'checking', 'iq']",personal
0,"['sorry', 'roommate', 'took', 'forever', 'ok', 'come']",personal
0,"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']",personal
1,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '£1500', 'bonus', 'prize', 'call', '09066364589']",work
0,"['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']",personal
1,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry41', '£1000', 'claim', 'txt', 'dis', '87121', '186£150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']",personal
1,"['hear', 'new', 'divorce', 'barbie', 'come', 'ken', 'stuff']",personal
0,"['plane', 'give', 'month', 'end']",personal
0,"['wah', 'lucky', 'man', 'save', 'money', 'hee']",personal
0,"['finished', 'class']",personal
0,"['hi', 'babe', 'im', 'home', 'wan', 'na', 'something', 'xx']",personal
0,"['kkwhere', 'youhow', 'performed']",personal
0,"['u', 'call']",work
0,"['waiting', 'machan', 'call', 'free']",work
0,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']",personal
0,"['like', 'people', 'much', 'shy', 'pa']",personal
0,"['doe', 'operate', 'ltgt']",personal
0,"['still', 'looking', 'job', 'much', 'ta', 'earn']",personal
0,"['sorry', 'ill', 'call', 'later']",work
0,"['k', 'call', 'ah']",work
0,"['ok', 'way', 'home', 'hi', 'hi']",personal
0,"['place', 'man']",personal
0,"['yup', 'next', 'stop']",personal
0,"['call', 'later', 'dont', 'network', 'urgnt', 'sm']",work
0,"['real', 'u', 'getting', 'yo', 'need', '2', 'ticket', 'one', 'jacket', 'im', 'done', 'already', 'used', 'multis']",personal
0,"['yes', 'started', 'send', 'request', 'make', 'pain', 'came', 'back', 'im', 'back', 'bed', 'double', 'coin', 'factory', 'got', 'ta', 'cash', 'nitros']",personal
0,"['im', 'really', 'still', 'tonight', 'babe']",personal
0,"['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']",personal
0,"['yeah', '‘', 'stand', 'close', 'tho', '‘', 'catch', 'something']",personal
0,"['sorry', 'pain', 'ok', 'meet', 'another', 'night', 'spent', 'late', 'afternoon', 'casualty', 'mean', 'havent', 'done', 'stuff42moro', 'includes', 'time', 'sheet', 'sorry']",personal
0,"['smile', 'pleasure', 'smile', 'pain', 'smile', 'trouble', 'pours', 'like', 'rain', 'smile', 'sum1', 'hurt', 'u', 'smile', 'becoz', 'someone', 'still', 'love', 'see', 'u', 'smiling']",personal
1,"['please', 'call', 'customer', 'service', 'representative', '0800', '169', '6031', '10am9pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",work
0,"['havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', 'u', 'finish', 'work', 'already']",personal
1,"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', '85069', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']",personal
0,"['watching', 'telugu', 'moviewat', 'abt', 'u']",personal
0,"['see', 'finish', 'load', 'loan', 'pay']",personal
0,"['hi', 'wk', 'ok', 'hols', 'yes', 'bit', 'run', 'forgot', 'hairdresser', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'doe', 'cause', 'prob', 'u']",personal
0,"['see', 'cup', 'coffee', 'animation']",personal
0,"['please', 'dont', 'text', 'anymore', 'nothing', 'else', 'say']",personal
0,"['okay', 'name', 'ur', 'price', 'long', 'legal', 'wen', 'pick', 'u', 'ave', 'x', 'xx']",personal
0,"['im', 'still', 'looking', 'car', 'buy', 'gone', '4the', 'driving', 'test', 'yet']",personal
0,"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'ha', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",personal
0,"['wow', 'youre', 'right', 'didnt', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'cuz', 'signin', 'page', 'still', 'say', 'boston']",personal
0,"['umma', 'life', 'vava', 'umma', 'love', 'lot', 'dear']",personal
0,"['thanks', 'lot', 'wish', 'birthday', 'thanks', 'making', 'birthday', 'truly', 'memorable']",personal
0,"['aight', 'ill', 'hit', 'get', 'cash']",personal
0,"['would', 'ip', 'address', 'test', 'considering', 'computer', 'isnt', 'minecraft', 'server']",personal
0,"['know', 'grumpy', 'old', 'people', 'mom', 'wa', 'like', 'better', 'lying', 'always', 'one', 'play', 'joke']",personal
0,"['dont', 'worry', 'guess', 'busy']",personal
0,"['plural', 'noun', 'research']",personal
0,"['going', 'dinnermsg']",personal
0,"['im', 'ok', 'wif', 'co', 'like', '2', 'try', 'new', 'thing', 'scared', 'u', 'dun', 'like', 'mah', 'co', 'u', 'said', 'loud']",personal
1,"['gent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', '£1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', '150ppm']",work
0,"['wa', 'ur', 'openin', 'sentence', 'formal', 'anyway', 'im', 'fine', 'juz', 'tt', 'im', 'eatin', 'much', 'n', 'puttin', 'weighthaha', 'anythin', 'special', 'happened']",personal
0,"['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",personal
1,"['winner', 'u', 'specially', 'selected', '2', 'receive', '£1000', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810910pmin', '18']",personal
0,"['goodo', 'yes', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'tortilla', 'needed']",personal
0,"['hmmmy', 'uncle', 'informed', 'paying', 'school', 'directly', 'pls', 'buy', 'food']",personal
1,"['private', '2004', 'account', 'statement', '07742676969', 'show', '786', 'unredeemed', 'bonus', 'point', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']",work
1,"['urgent', 'mobile', 'wa', 'awarded', '£2000', 'bonus', 'caller', 'prize', '5903', 'final', 'try', 'contact', 'u', 'call', 'landline', '09064019788', 'box42wr29c', '150ppm']",work
0,"['new', 'address', 'applespairsall', 'malarky']",personal
1,"['today', 'voda', 'number', 'ending', '7548', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rate', 'app']",work
0,"['going', 'sao', 'mu', 'today', 'done', '12']",personal
0,"['ü', 'predict', 'wat', 'time', 'üll', 'finish', 'buying']",personal
0,"['good', 'stuff']",personal
0,"['knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'sent', 'text', 'bother', 'sending', 'dont', 'involve', 'anything', 'shouldnt', 'imposed', 'anything', 'first', 'place', 'apologise']",personal
0,['room'],personal
0,"['hey', 'girl', 'r', 'u', 'hope', 'u', 'r', 'well', 'del', 'r', 'bak', 'long', 'time', 'c', 'give', 'call', 'sum', 'time', 'lucyxx']",work
0,"['kkhow', 'much', 'doe', 'cost']",personal
0,"['im', 'home']",personal
0,"['dear', 'call', 'tmorrowpls', 'accomodate']",work
0,"['first', 'answer', 'question']",personal
1,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277', '£150', 'sptyrone']",personal
1,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', '69888', 'nt', 'ec2a', '31pmsg150p']",personal
0,"['haf', 'msn', 'yijuehotmailcom']",personal
0,"['call', 'meet']",work
0,"['check', 'room', 'befor', 'activity']",personal
1,"['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcore', 'service', 'text', 'go', '69988', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'yr', 'network', 'try']",personal
0,"['got', 'c', 'lazy', 'type', 'forgot', 'ü', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']",personal
0,"['k', 'text', 'youre', 'way']",personal
0,"['sir', 'waiting', 'mail']",personal
0,"['swt', 'thought', 'nver', 'get', 'tired', 'little', 'thing', '4', 'lovable', 'person', 'cozsomtimes', 'little', 'thing', 'occupy', 'biggest', 'part', 'heart', 'gud', 'ni8']",personal
0,"['know', 'pls', 'open', 'back']",personal
0,"['yes', 'see', 'ya', 'dot']",personal
0,"['whats', 'staff', 'name', 'taking', 'class', 'u']",personal
1,"['freemsg', 'havent', 'replied', 'text', 'im', 'randy', 'sexy', 'female', 'live', 'local', 'luv', 'hear', 'u', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'reply', 'stop', 'end']",personal
0,"['ummmawill', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']",work
0,"['ki', 'deleted', 'contact']",personal
0,"['sindu', 'got', 'job', 'birla', 'soft']",personal
0,"['wine', 'flowing', 'im', 'nevering']",personal
0,"['yup', 'thk', 'cine', 'better', 'co', 'need', '2', 'go', '2', 'plaza', 'mah']",personal
0,"['ok', 'ur', 'typical', 'reply']",personal
0,"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'ha', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",personal
0,"['everywhere', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'come', 'flowing', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'ill', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']",personal
0,"['aaooooright', 'work']",personal
0,"['im', 'leaving', 'house']",personal
0,"['hello', 'love', 'get', 'interview', 'today', 'happy', 'good', 'boy', 'think', 'meare', 'missing']",personal
1,"['customer', 'service', 'annoncement', 'new', 'year', 'delivery', 'waiting', 'please', 'call', '07046744435', 'arrange', 'delivery']",work
1,"['winner', 'u', 'specially', 'selected', '2', 'receive', '£1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",personal
0,"['keep', 'safe', 'need', 'miss', 'already', 'envy', 'everyone', 'see', 'real', 'life']",personal
0,"['new', 'car', 'house', 'parentsi', 'new', 'job', 'hand']",personal
0,"['im', 'love', 'im', 'excited', 'day', 'spend', 'make', 'happy']",personal
1,"['pls', 'stop', 'bootydelious', '32f', 'inviting', 'friend', 'reply', 'yes434', 'no434', 'see', 'wwwsmsacubootydelious', 'stop', 'send', 'stop', 'frnd', '62468']",personal
1,"['bangbabes', 'ur', 'order', 'way', 'u', 'receive', 'service', 'msg', '2', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobile', 'internetservice', 'menu']",personal
0,"['place', 'ur', 'point', 'e', 'culture', 'module', 'already']",personal
1,"['urgent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', '£900', 'prize', 'guaranteed', 'call', '09061701939', 'claim', 'code', 's89', 'valid', '12hrs']",work
0,"['hi', 'frnd', 'best', 'way', 'avoid', 'missunderstding', 'wit', 'beloved', 'one']",personal
0,"['great', 'escape', 'fancy', 'bridge', 'need', 'lager', 'see', 'tomo']",personal
0,"['yes', 'completely', 'formclark', 'also', 'utter', 'waste']",personal
0,"['sir', 'need', 'axis', 'bank', 'account', 'bank', 'address']",personal
0,"['hmmm', 'thk', 'sure', 'got', 'time', 'hop', 'ard', 'ya', 'go', '4', 'free', 'abt', 'muz', 'call', 'u', 'discus', 'liao']",work
0,"['time', 'coming', 'later']",personal
0,"['bloody', 'hell', 'cant', 'believe', 'forgot', 'surname', 'mr', 'ill', 'give', 'u', 'clue', 'spanish', 'begin']",personal
0,"['well', 'im', 'gon', 'na', 'finish', 'bath', 'goodfine', 'night']",personal
0,"['let', 'know', 'youve', 'got', 'money', 'carlos', 'make', 'call']",work
0,"['u', 'still', 'going', 'mall']",personal
0,"['turn', 'friend', 'staying', 'whole', 'show', 'wont', 'back', 'til', 'ltgt', 'feel', 'free', 'go', 'ahead', 'smoke', 'ltgt', 'worth']",personal
0,"['text', 'doesnt', 'reply', 'let', 'know', 'log']",personal
0,"['hi', 'spoke', 'maneesha', 'v', 'wed', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']",personal
0,"['lifted', 'hope', 'offer', 'money', 'need', 'especially', 'end', 'month', 'approach', 'hurt', 'studying', 'anyways', 'gr8', 'weekend']",personal
0,"['lol', 'u', 'trust']",personal
0,"['ok', 'gentleman', 'treat', 'dignity', 'respect']",personal
0,"['guy', 'close']",personal
0,"['going', 'nothing', 'greatbye']",personal
0,"['hello', 'handsome', 'finding', 'job', 'lazy', 'working', 'towards', 'getting', 'back', 'net', 'mummy', 'wheres', 'boytoy', 'doe', 'miss']",personal
0,"['haha', 'awesome', 'minute']",personal
1,"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am11pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",work
0,"['got', 'xmas', 'radio', 'time', 'get']",personal
0,"['jus', 'reached', 'home', 'go', 'bathe', 'first', 'si', 'using', 'net', 'tell', 'u', 'finish', 'k']",personal
1,"['unique', 'enough', 'find', '30th', 'august', 'wwwareyouuniquecouk']",personal
0,"['im', 'sorry', 'ive', 'joined', 'league', 'people', 'dont', 'keep', 'touch', 'mean', 'great', 'deal', 'friend', 'time', 'even', 'great', 'personal', 'cost', 'great', 'week']",personal
0,"['hi', 'finally', 'completed', 'course']",personal
0,"['stop', 'however', 'suggest', 'stay', 'someone', 'able', 'give', 'every', 'stool']",personal
0,"['hope', 'youve', 'settled', 'new', 'school', 'year', 'wishin', 'gr8', 'day']",personal
0,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']",personal
0,"['u', 'got', 'person', 'story']",personal
0,"['hamster', 'dead', 'hey', 'tmr', 'meet', '1pm', 'orchard', 'mrt']",personal
0,"['hi', 'kate', 'evening', 'hope', 'see', 'tomorrow', 'bit', 'bloody', 'babyjontet', 'txt', 'back', 'u', 'xxx']",personal
0,"['found', 'enc', 'ltgt']",personal
0,"['sent', 'ltgt', 'buck']",personal
0,"['hello', 'darlin', 'ive', 'finished', 'college', 'txt', 'u', 'finish', 'u', 'love', 'kate', 'xxx']",personal
0,"['account', 'ha', 'refilled', 'successfully', 'inr', 'ltdecimalgt', 'keralacircle', 'prepaid', 'account', 'balance', 'r', 'ltdecimalgt', 'transaction', 'id', 'kr', 'ltgt']",personal
0,"['goodmorning', 'sleeping', 'ga']",personal
0,"['u', 'call', 'alter', '11', 'ok']",work
0,"['ü', 'say', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'oredi', 'lar']",personal
0,"['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",personal
0,"['aight', 'yo', 'dat', 'straight', 'dogg']",personal
0,"['please', 'give', 'u', 'connection', 'today', 'ltdecimalgt', 'refund', 'bill']",personal
0,"['shoot', 'big', 'load', 'get', 'ready']",personal
0,"['whats', 'bruv', 'hope', 'great', 'break', 'rewarding', 'semester']",personal
0,"['home', 'always', 'chat']",personal
0,"['kkgoodstudy', 'well']",personal
0,"['yup', 'ü', 'noe', 'leh']",personal
0,"['sound', 'great', 'home']",personal
0,"['finally', 'match', 'heading', 'towards', 'draw', 'prediction']",personal
0,"['tired', 'havent', 'slept', 'well', 'past', 'night']",personal
0,"['easy', 'ahsen', 'got', 'selected', 'mean', 'good']",personal
0,"['take', 'exam', 'march', '3']",personal
0,"['yeah', 'think', 'use', 'gt', 'atm', 'register', 'sure', 'anyway', 'help', 'let', 'know', 'sure', 'ready']",personal
0,"['ok', 'prob', 'take', 'ur', 'time']",personal
0,"['called', 'ubandu', 'run', 'without', 'installing', 'hard', 'diskyou', 'use', 'copy', 'important', 'file', 'system', 'give', 'repair', 'shop']",personal
0,"['sorry', 'ill', 'call', 'later']",work
0,"['u', 'say', 'leh', 'course', 'nothing', 'happen', 'lar', 'say', 'v', 'romantic', 'jus', 'bit', 'lor', 'thk', 'e', 'nite', 'scenery', 'nice', 'leh']",personal
1,"['500', 'new', 'mobile', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'todayfrom', '£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18']",personal
0,"['would', 'really', 'appreciate', 'call', 'need', 'someone', 'talk']",work
1,"['u', 'meet', 'ur', 'dream', 'partner', 'soon', 'ur', 'career', '2', 'flyng', 'start', '2', 'find', 'free', 'txt', 'horo', 'followed', 'ur', 'star', 'sign', 'e', 'g', 'horo', 'aries']",personal
0,"['hey', 'company', 'elama', 'po', 'mudyadhu']",personal
0,"['life', 'strict', 'teacher', 'bcoz', 'teacher', 'teach', 'lesson', 'amp', 'conduct', 'exam', 'life', 'first', 'conduct', 'exam', 'amp', 'teach', 'lesson', 'happy', 'morning']",personal
0,"['dear', 'good', 'morning']",personal
0,"['get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', 'right', 'side', 'ltgt', 'street', 'road', 'turn', 'first', 'right']",personal
0,"['dear', 'going', 'rubber', 'place']",personal
0,"['sorry', 'battery', 'died', 'yeah', 'im']",personal
0,"['yeshere', 'tv', 'always', 'available', 'work', 'place']",personal
1,"['text', 'meet', 'someone', 'sexy', 'today', 'u', 'find', 'date', 'even', 'flirt', 'u', 'join', '4', '10p', 'reply', 'name', 'age', 'eg', 'sam', '25', '18', 'msg', 'recdthirtyeight', 'penny']",personal
0,"['printed', 'oh', 'ltgt', 'come', 'upstairs']",personal
0,"['ill', 'little', 'closer', 'like', 'bus', 'stop', 'street']",personal
0,"['youwhen', 'wil', 'reach']",personal
0,"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'im', 'always', 'correct']",personal
1,"['u', '447801259231', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09058094597']",personal
0,"['tomarrow', 'final', 'hearing', 'laptop', 'case', 'cant']",personal
0,"['pleassssssseeeeee', 'tel', 'v', 'avent', 'done', 'sportsx']",personal
0,"['okay', 'shining', 'wa', 'meant', 'signing', 'sound', 'better']",personal
0,"['although', 'told', 'u', 'dat', 'im', 'baig', 'face', 'watch', 'really', 'like', 'e', 'watch', 'u', 'gave', 'co', 'fr', 'u', 'thanx', '4', 'everything', 'dat', 'uve', 'done', 'today', 'im', 'touched']",personal
0,"['u', 'dont', 'remember', 'old', 'commercial']",personal
0,"['late', 'said', 'website', 'didnt', 'dont', 'slipper']",personal
0,"['asked', 'call', 'ok']",work
0,"['kallis', 'wont', 'bat', '2nd', 'inning']",personal
0,"['didnt', 'work', 'oh', 'ok', 'goodnight', 'ill', 'fix', 'ready', 'time', 'wake', 'dearly', 'missed', 'good', 'night', 'sleep']",personal
1,"['congratulation', 'ur', 'awarded', '500', 'cd', 'voucher', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16']",personal
0,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold']",personal
0,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",personal
0,['doinghow'],personal
0,"['ups', '3days', 'also', 'shipping', 'company', 'take', '2wks', 'way', 'usps', 'take', 'week', 'get', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuff']",personal
0,"['im', 'back', 'lem', 'know', 'youre', 'ready']",personal
