Category,Processed_Message,Cluster
0,"['seriously', 'spell', 'name']",0
0,"['‘', 'going', 'try', '2', 'month', 'ha', 'ha', 'joking']",0
0,"['ü', 'pay', 'first', 'lar', 'da', 'stock', 'comin']",0
0,"['aft', 'finish', 'lunch', 'go', 'str', 'lor', 'ard', '3', 'smth', 'lor', 'u', 'finish', 'ur', 'lunch', 'already']",0
0,"['ffffffffff', 'alright', 'way', 'meet', 'sooner']",0
0,"['forced', 'eat', 'slice', 'im', 'really', 'hungry', 'tho', 'suck', 'mark', 'getting', 'worried', 'know', 'im', 'sick', 'turn', 'pizza', 'lol']",0
0,"['lol', 'always', 'convincing']",0
0,"['catch', 'bus', 'frying', 'egg', 'make', 'tea', 'eating', 'mom', 'left', 'dinner', 'feel', 'love']",0
0,"['im', 'back', 'amp', 'packing', 'car', 'ill', 'let', 'know', 'room']",0
0,"['ahhh', 'work', 'vaguely', 'remember', 'doe', 'feel', 'like', 'lol']",0
0,"['wait', 'thats', 'still', 'clear', 'sure', 'sarcastic', 'thats', 'x', 'doesnt', 'want', 'live', 'u']",0
0,"['yeah', 'got', '2', 'wa', 'v', 'apologetic', 'n', 'fallen', 'wa', 'actin', 'like', 'spoilt', 'child', 'got', 'caught', 'till', '2', 'wont', 'go', 'badly', 'cheer']",0
0,"['k', 'tell', 'anything']",0
0,"['fear', 'fainting', 'housework', 'quick', 'cuppa']",0
1,"['thanks', 'subscription', 'ringtone', 'uk', 'mobile', 'charged', '£5month', 'please', 'confirm', 'replying', 'yes', 'reply', 'charged']",0
0,"['yup', 'ok', 'go', 'home', 'look', 'timing', 'msg', 'ü', 'xuhui', 'going', 'learn', '2nd', 'may', 'lesson', '8am']",0
0,"['oops', 'ill', 'let', 'know', 'roommate', 'done']",0
0,"['see', 'letter', 'b', 'car']",0
0,"['anything', 'lor', 'u', 'decide']",0
0,"['hello', 'hows', 'saturday', 'go', 'wa', 'texting', 'see', 'youd', 'decided', 'anything', 'tomo', 'im', 'trying', 'invite', 'anything']",0
0,"['pls', 'go', 'ahead', 'watt', 'wanted', 'sure', 'great', 'weekend', 'abiola']",0
0,"['forget', 'tell', 'want', 'need', 'crave', 'love', 'sweet', 'arabian', 'steed', 'mmmmmm', 'yummy']",0
1,"['07732584351', 'rodger', 'burn', 'msg', 'tried', 'call', 'reply', 'sm', 'free', 'nokia', 'mobile', 'free', 'camcorder', 'please', 'call', '08000930705', 'delivery', 'tomorrow']",1
0,['seeing'],0
0,"['great', 'hope', 'like', 'man', 'well', 'endowed', 'ltgt', 'inch']",0
0,"['callsmessagesmissed', 'call']",1
0,"['didnt', 'get', 'hep', 'b', 'immunisation', 'nigeria']",0
0,"['fair', 'enough', 'anything', 'going']",0
0,"['yeah', 'hopefully', 'tyler', 'cant', 'could', 'maybe', 'ask', 'around', 'bit']",0
0,"['u', 'dont', 'know', 'stubborn', 'didnt', 'even', 'want', 'go', 'hospital', 'kept', 'telling', 'mark', 'im', 'weak', 'sucker', 'hospital', 'weak', 'sucker']",0
0,"['thinked', 'first', 'time', 'saw', 'class']",0
0,"['gram', 'usually', 'run', 'like', 'ltgt', 'half', 'eighth', 'smarter', 'though', 'get', 'almost', 'whole', 'second', 'gram', 'ltgt']",0
0,"['k', 'fyi', 'x', 'ha', 'ride', 'early', 'tomorrow', 'morning', 'crashing', 'place', 'tonight']",0
0,"['wow', 'never', 'realized', 'embarassed', 'accomodations', 'thought', 'liked', 'since', 'wa', 'best', 'could', 'always', 'seemed', 'happy', 'cave', 'im', 'sorry', 'didnt', 'dont', 'give', 'im', 'sorry', 'offered', 'im', 'sorry', 'room', 'wa', 'embarassing']",0
1,"['sm', 'ac', 'sptv', 'new', 'jersey', 'devil', 'detroit', 'red', 'wing', 'play', 'ice', 'hockey', 'correct', 'incorrect', 'end', 'reply', 'end', 'sptv']",0
0,"['know', 'mallika', 'sherawat', 'yesterday', 'find', 'lturlgt']",0
1,"['congrats', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45we', '150pm', 'dont', 'miss']",1
0,"['sorry', 'ill', 'call', 'later', 'meeting']",1
0,"['tell', 'reached']",0
0,"['yesgauti', 'sehwag', 'odi', 'series']",0
0,"['gon', 'na', 'pick', '1', 'burger', 'way', 'home', 'cant', 'even', 'move', 'pain', 'killing']",0
0,"['ha', 'ha', 'ha', 'good', 'joke', 'girl', 'situation', 'seeker']",0
0,"['part', 'checking', 'iq']",0
0,"['sorry', 'roommate', 'took', 'forever', 'ok', 'come']",0
0,"['ok', 'lar', 'double', 'check', 'wif', 'da', 'hair', 'dresser', 'already', 'said', 'wun', 'cut', 'v', 'short', 'said', 'cut', 'look', 'nice']",0
1,"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '£1500', 'bonus', 'prize', 'call', '09066364589']",1
0,"['today', 'song', 'dedicated', 'day', 'song', 'u', 'dedicate', 'send', 'ur', 'valuable', 'frnds', 'first', 'rply']",0
1,"['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'acoentry41', '£1000', 'claim', 'txt', 'dis', '87121', '186£150morefrmmob', 'shracomorsglsuplt10', 'ls1', '3aj']",0
1,"['hear', 'new', 'divorce', 'barbie', 'come', 'ken', 'stuff']",0
0,"['plane', 'give', 'month', 'end']",0
0,"['wah', 'lucky', 'man', 'save', 'money', 'hee']",0
0,"['finished', 'class']",0
0,"['hi', 'babe', 'im', 'home', 'wan', 'na', 'something', 'xx']",0
0,"['kkwhere', 'youhow', 'performed']",0
0,"['u', 'call']",1
0,"['waiting', 'machan', 'call', 'free']",1
0,"['thats', 'cool', 'gentleman', 'treat', 'dignity', 'respect']",0
0,"['like', 'people', 'much', 'shy', 'pa']",0
0,"['doe', 'operate', 'ltgt']",0
0,"['still', 'looking', 'job', 'much', 'ta', 'earn']",0
0,"['sorry', 'ill', 'call', 'later']",1
0,"['k', 'call', 'ah']",1
0,"['ok', 'way', 'home', 'hi', 'hi']",0
0,"['place', 'man']",0
0,"['yup', 'next', 'stop']",0
0,"['call', 'later', 'dont', 'network', 'urgnt', 'sm']",1
0,"['real', 'u', 'getting', 'yo', 'need', '2', 'ticket', 'one', 'jacket', 'im', 'done', 'already', 'used', 'multis']",0
0,"['yes', 'started', 'send', 'request', 'make', 'pain', 'came', 'back', 'im', 'back', 'bed', 'double', 'coin', 'factory', 'got', 'ta', 'cash', 'nitros']",0
0,"['im', 'really', 'still', 'tonight', 'babe']",0
0,"['ela', 'kanoil', 'download', 'come', 'wen', 'ur', 'free']",0
0,"['yeah', '‘', 'stand', 'close', 'tho', '‘', 'catch', 'something']",0
0,"['sorry', 'pain', 'ok', 'meet', 'another', 'night', 'spent', 'late', 'afternoon', 'casualty', 'mean', 'havent', 'done', 'stuff42moro', 'includes', 'time', 'sheet', 'sorry']",0
0,"['smile', 'pleasure', 'smile', 'pain', 'smile', 'trouble', 'pours', 'like', 'rain', 'smile', 'sum1', 'hurt', 'u', 'smile', 'becoz', 'someone', 'still', 'love', 'see', 'u', 'smiling']",0
1,"['please', 'call', 'customer', 'service', 'representative', '0800', '169', '6031', '10am9pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",1
0,"['havent', 'planning', 'buy', 'later', 'check', 'already', 'lido', 'got', '530', 'show', 'e', 'afternoon', 'u', 'finish', 'work', 'already']",0
1,"['free', 'ringtone', 'waiting', 'collected', 'simply', 'text', 'password', 'mix', '85069', 'verify', 'get', 'usher', 'britney', 'fml', 'po', 'box', '5249', 'mk17', '92h', '450ppw', '16']",0
0,"['watching', 'telugu', 'moviewat', 'abt', 'u']",0
0,"['see', 'finish', 'load', 'loan', 'pay']",0
0,"['hi', 'wk', 'ok', 'hols', 'yes', 'bit', 'run', 'forgot', 'hairdresser', 'appointment', 'four', 'need', 'get', 'home', 'n', 'shower', 'beforehand', 'doe', 'cause', 'prob', 'u']",0
0,"['see', 'cup', 'coffee', 'animation']",0
0,"['please', 'dont', 'text', 'anymore', 'nothing', 'else', 'say']",0
0,"['okay', 'name', 'ur', 'price', 'long', 'legal', 'wen', 'pick', 'u', 'ave', 'x', 'xx']",0
0,"['im', 'still', 'looking', 'car', 'buy', 'gone', '4the', 'driving', 'test', 'yet']",0
0,"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'ha', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",0
0,"['wow', 'youre', 'right', 'didnt', 'mean', 'guess', 'gave', 'boston', 'men', 'changed', 'search', 'location', 'nyc', 'something', 'changed', 'cuz', 'signin', 'page', 'still', 'say', 'boston']",0
0,"['umma', 'life', 'vava', 'umma', 'love', 'lot', 'dear']",0
0,"['thanks', 'lot', 'wish', 'birthday', 'thanks', 'making', 'birthday', 'truly', 'memorable']",0
0,"['aight', 'ill', 'hit', 'get', 'cash']",0
0,"['would', 'ip', 'address', 'test', 'considering', 'computer', 'isnt', 'minecraft', 'server']",0
0,"['know', 'grumpy', 'old', 'people', 'mom', 'wa', 'like', 'better', 'lying', 'always', 'one', 'play', 'joke']",0
0,"['dont', 'worry', 'guess', 'busy']",0
0,"['plural', 'noun', 'research']",0
0,"['going', 'dinnermsg']",0
0,"['im', 'ok', 'wif', 'co', 'like', '2', 'try', 'new', 'thing', 'scared', 'u', 'dun', 'like', 'mah', 'co', 'u', 'said', 'loud']",0
1,"['gent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', '£1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', '150ppm']",1
0,"['wa', 'ur', 'openin', 'sentence', 'formal', 'anyway', 'im', 'fine', 'juz', 'tt', 'im', 'eatin', 'much', 'n', 'puttin', 'weighthaha', 'anythin', 'special', 'happened']",0
0,"['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",0
1,"['winner', 'u', 'specially', 'selected', '2', 'receive', '£1000', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810910pmin', '18']",0
0,"['goodo', 'yes', 'must', 'speak', 'friday', 'eggpotato', 'ratio', 'tortilla', 'needed']",0
0,"['hmmmy', 'uncle', 'informed', 'paying', 'school', 'directly', 'pls', 'buy', 'food']",0
1,"['private', '2004', 'account', 'statement', '07742676969', 'show', '786', 'unredeemed', 'bonus', 'point', 'claim', 'call', '08719180248', 'identifier', 'code', '45239', 'expires']",1
1,"['urgent', 'mobile', 'wa', 'awarded', '£2000', 'bonus', 'caller', 'prize', '5903', 'final', 'try', 'contact', 'u', 'call', 'landline', '09064019788', 'box42wr29c', '150ppm']",1
0,"['new', 'address', 'applespairsall', 'malarky']",0
1,"['today', 'voda', 'number', 'ending', '7548', 'selected', 'receive', '350', 'award', 'match', 'please', 'call', '08712300220', 'quoting', 'claim', 'code', '4041', 'standard', 'rate', 'app']",1
0,"['going', 'sao', 'mu', 'today', 'done', '12']",0
0,"['ü', 'predict', 'wat', 'time', 'üll', 'finish', 'buying']",0
0,"['good', 'stuff']",0
0,"['knowyetunde', 'hasnt', 'sent', 'money', 'yet', 'sent', 'text', 'bother', 'sending', 'dont', 'involve', 'anything', 'shouldnt', 'imposed', 'anything', 'first', 'place', 'apologise']",0
0,['room'],0
0,"['hey', 'girl', 'r', 'u', 'hope', 'u', 'r', 'well', 'del', 'r', 'bak', 'long', 'time', 'c', 'give', 'call', 'sum', 'time', 'lucyxx']",1
0,"['kkhow', 'much', 'doe', 'cost']",0
0,"['im', 'home']",0
0,"['dear', 'call', 'tmorrowpls', 'accomodate']",1
0,"['first', 'answer', 'question']",0
1,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'algarve', 'txt', 'ansr', '82277', '£150', 'sptyrone']",0
1,"['want', '2', 'get', 'laid', 'tonight', 'want', 'real', 'dogging', 'location', 'sent', 'direct', '2', 'ur', 'mob', 'join', 'uk', 'largest', 'dogging', 'network', 'bt', 'txting', 'gravel', '69888', 'nt', 'ec2a', '31pmsg150p']",0
0,"['haf', 'msn', 'yijuehotmailcom']",0
0,"['call', 'meet']",1
0,"['check', 'room', 'befor', 'activity']",0
1,"['youll', 'rcv', 'msg', 'chat', 'svc', 'free', 'hardcore', 'service', 'text', 'go', '69988', 'u', 'get', 'nothing', 'u', 'must', 'age', 'verify', 'yr', 'network', 'try']",0
0,"['got', 'c', 'lazy', 'type', 'forgot', 'ü', 'lect', 'saw', 'pouch', 'like', 'v', 'nice']",0
0,"['k', 'text', 'youre', 'way']",0
0,"['sir', 'waiting', 'mail']",0
0,"['swt', 'thought', 'nver', 'get', 'tired', 'little', 'thing', '4', 'lovable', 'person', 'cozsomtimes', 'little', 'thing', 'occupy', 'biggest', 'part', 'heart', 'gud', 'ni8']",0
0,"['know', 'pls', 'open', 'back']",0
0,"['yes', 'see', 'ya', 'dot']",0
0,"['whats', 'staff', 'name', 'taking', 'class', 'u']",0
1,"['freemsg', 'havent', 'replied', 'text', 'im', 'randy', 'sexy', 'female', 'live', 'local', 'luv', 'hear', 'u', 'netcollex', 'ltd', '08700621170150p', 'per', 'msg', 'reply', 'stop', 'end']",0
0,"['ummmawill', 'call', 'check', 'inour', 'life', 'begin', 'qatar', 'pls', 'pray', 'hard']",1
0,"['ki', 'deleted', 'contact']",0
0,"['sindu', 'got', 'job', 'birla', 'soft']",0
0,"['wine', 'flowing', 'im', 'nevering']",0
0,"['yup', 'thk', 'cine', 'better', 'co', 'need', '2', 'go', '2', 'plaza', 'mah']",0
0,"['ok', 'ur', 'typical', 'reply']",0
0,"['per', 'request', 'melle', 'melle', 'oru', 'minnaminunginte', 'nurungu', 'vettam', 'ha', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",0
0,"['everywhere', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'come', 'flowing', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'ill', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']",0
0,"['aaooooright', 'work']",0
0,"['im', 'leaving', 'house']",0
0,"['hello', 'love', 'get', 'interview', 'today', 'happy', 'good', 'boy', 'think', 'meare', 'missing']",0
1,"['customer', 'service', 'annoncement', 'new', 'year', 'delivery', 'waiting', 'please', 'call', '07046744435', 'arrange', 'delivery']",1
1,"['winner', 'u', 'specially', 'selected', '2', 'receive', '£1000', 'cash', '4', 'holiday', 'flight', 'inc', 'speak', 'live', 'operator', '2', 'claim', '0871277810810']",0
0,"['keep', 'safe', 'need', 'miss', 'already', 'envy', 'everyone', 'see', 'real', 'life']",0
0,"['new', 'car', 'house', 'parentsi', 'new', 'job', 'hand']",0
0,"['im', 'love', 'im', 'excited', 'day', 'spend', 'make', 'happy']",0
1,"['pls', 'stop', 'bootydelious', '32f', 'inviting', 'friend', 'reply', 'yes434', 'no434', 'see', 'wwwsmsacubootydelious', 'stop', 'send', 'stop', 'frnd', '62468']",0
1,"['bangbabes', 'ur', 'order', 'way', 'u', 'receive', 'service', 'msg', '2', 'download', 'ur', 'content', 'u', 'goto', 'wap', 'bangb', 'tv', 'ur', 'mobile', 'internetservice', 'menu']",0
0,"['place', 'ur', 'point', 'e', 'culture', 'module', 'already']",0
1,"['urgent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', '£900', 'prize', 'guaranteed', 'call', '09061701939', 'claim', 'code', 's89', 'valid', '12hrs']",1
0,"['hi', 'frnd', 'best', 'way', 'avoid', 'missunderstding', 'wit', 'beloved', 'one']",0
0,"['great', 'escape', 'fancy', 'bridge', 'need', 'lager', 'see', 'tomo']",0
0,"['yes', 'completely', 'formclark', 'also', 'utter', 'waste']",0
0,"['sir', 'need', 'axis', 'bank', 'account', 'bank', 'address']",0
0,"['hmmm', 'thk', 'sure', 'got', 'time', 'hop', 'ard', 'ya', 'go', '4', 'free', 'abt', 'muz', 'call', 'u', 'discus', 'liao']",1
0,"['time', 'coming', 'later']",0
0,"['bloody', 'hell', 'cant', 'believe', 'forgot', 'surname', 'mr', 'ill', 'give', 'u', 'clue', 'spanish', 'begin']",0
0,"['well', 'im', 'gon', 'na', 'finish', 'bath', 'goodfine', 'night']",0
0,"['let', 'know', 'youve', 'got', 'money', 'carlos', 'make', 'call']",1
0,"['u', 'still', 'going', 'mall']",0
0,"['turn', 'friend', 'staying', 'whole', 'show', 'wont', 'back', 'til', 'ltgt', 'feel', 'free', 'go', 'ahead', 'smoke', 'ltgt', 'worth']",0
0,"['text', 'doesnt', 'reply', 'let', 'know', 'log']",0
0,"['hi', 'spoke', 'maneesha', 'v', 'wed', 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']",0
0,"['lifted', 'hope', 'offer', 'money', 'need', 'especially', 'end', 'month', 'approach', 'hurt', 'studying', 'anyways', 'gr8', 'weekend']",0
0,"['lol', 'u', 'trust']",0
0,"['ok', 'gentleman', 'treat', 'dignity', 'respect']",0
0,"['guy', 'close']",0
0,"['going', 'nothing', 'greatbye']",0
0,"['hello', 'handsome', 'finding', 'job', 'lazy', 'working', 'towards', 'getting', 'back', 'net', 'mummy', 'wheres', 'boytoy', 'doe', 'miss']",0
0,"['haha', 'awesome', 'minute']",0
1,"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am11pm', 'guaranteed', '£1000', 'cash', '£5000', 'prize']",1
0,"['got', 'xmas', 'radio', 'time', 'get']",0
0,"['jus', 'reached', 'home', 'go', 'bathe', 'first', 'si', 'using', 'net', 'tell', 'u', 'finish', 'k']",0
1,"['unique', 'enough', 'find', '30th', 'august', 'wwwareyouuniquecouk']",0
0,"['im', 'sorry', 'ive', 'joined', 'league', 'people', 'dont', 'keep', 'touch', 'mean', 'great', 'deal', 'friend', 'time', 'even', 'great', 'personal', 'cost', 'great', 'week']",0
0,"['hi', 'finally', 'completed', 'course']",0
0,"['stop', 'however', 'suggest', 'stay', 'someone', 'able', 'give', 'every', 'stool']",0
0,"['hope', 'youve', 'settled', 'new', 'school', 'year', 'wishin', 'gr8', 'day']",0
0,"['gud', 'mrng', 'dear', 'hav', 'nice', 'day']",0
0,"['u', 'got', 'person', 'story']",0
0,"['hamster', 'dead', 'hey', 'tmr', 'meet', '1pm', 'orchard', 'mrt']",0
0,"['hi', 'kate', 'evening', 'hope', 'see', 'tomorrow', 'bit', 'bloody', 'babyjontet', 'txt', 'back', 'u', 'xxx']",0
0,"['found', 'enc', 'ltgt']",0
0,"['sent', 'ltgt', 'buck']",0
0,"['hello', 'darlin', 'ive', 'finished', 'college', 'txt', 'u', 'finish', 'u', 'love', 'kate', 'xxx']",0
0,"['account', 'ha', 'refilled', 'successfully', 'inr', 'ltdecimalgt', 'keralacircle', 'prepaid', 'account', 'balance', 'r', 'ltdecimalgt', 'transaction', 'id', 'kr', 'ltgt']",0
0,"['goodmorning', 'sleeping', 'ga']",0
0,"['u', 'call', 'alter', '11', 'ok']",1
0,"['ü', 'say', 'like', 'dat', 'dun', 'buy', 'ericsson', 'oso', 'oredi', 'lar']",0
0,"['entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went']",0
0,"['aight', 'yo', 'dat', 'straight', 'dogg']",0
0,"['please', 'give', 'u', 'connection', 'today', 'ltdecimalgt', 'refund', 'bill']",0
0,"['shoot', 'big', 'load', 'get', 'ready']",0
0,"['whats', 'bruv', 'hope', 'great', 'break', 'rewarding', 'semester']",0
0,"['home', 'always', 'chat']",0
0,"['kkgoodstudy', 'well']",0
0,"['yup', 'ü', 'noe', 'leh']",0
0,"['sound', 'great', 'home']",0
0,"['finally', 'match', 'heading', 'towards', 'draw', 'prediction']",0
0,"['tired', 'havent', 'slept', 'well', 'past', 'night']",0
0,"['easy', 'ahsen', 'got', 'selected', 'mean', 'good']",0
0,"['take', 'exam', 'march', '3']",0
0,"['yeah', 'think', 'use', 'gt', 'atm', 'register', 'sure', 'anyway', 'help', 'let', 'know', 'sure', 'ready']",0
0,"['ok', 'prob', 'take', 'ur', 'time']",0
0,"['called', 'ubandu', 'run', 'without', 'installing', 'hard', 'diskyou', 'use', 'copy', 'important', 'file', 'system', 'give', 'repair', 'shop']",0
0,"['sorry', 'ill', 'call', 'later']",1
0,"['u', 'say', 'leh', 'course', 'nothing', 'happen', 'lar', 'say', 'v', 'romantic', 'jus', 'bit', 'lor', 'thk', 'e', 'nite', 'scenery', 'nice', 'leh']",0
1,"['500', 'new', 'mobile', '2004', 'must', 'go', 'txt', 'nokia', '89545', 'collect', 'todayfrom', '£1', 'www4tcbiz', '2optout', '08718726270150gbpmtmsg18']",0
0,"['would', 'really', 'appreciate', 'call', 'need', 'someone', 'talk']",1
1,"['u', 'meet', 'ur', 'dream', 'partner', 'soon', 'ur', 'career', '2', 'flyng', 'start', '2', 'find', 'free', 'txt', 'horo', 'followed', 'ur', 'star', 'sign', 'e', 'g', 'horo', 'aries']",0
0,"['hey', 'company', 'elama', 'po', 'mudyadhu']",0
0,"['life', 'strict', 'teacher', 'bcoz', 'teacher', 'teach', 'lesson', 'amp', 'conduct', 'exam', 'life', 'first', 'conduct', 'exam', 'amp', 'teach', 'lesson', 'happy', 'morning']",0
0,"['dear', 'good', 'morning']",0
0,"['get', 'gandhipuram', 'walk', 'cross', 'cut', 'road', 'right', 'side', 'ltgt', 'street', 'road', 'turn', 'first', 'right']",0
0,"['dear', 'going', 'rubber', 'place']",0
0,"['sorry', 'battery', 'died', 'yeah', 'im']",0
0,"['yeshere', 'tv', 'always', 'available', 'work', 'place']",0
1,"['text', 'meet', 'someone', 'sexy', 'today', 'u', 'find', 'date', 'even', 'flirt', 'u', 'join', '4', '10p', 'reply', 'name', 'age', 'eg', 'sam', '25', '18', 'msg', 'recdthirtyeight', 'penny']",0
0,"['printed', 'oh', 'ltgt', 'come', 'upstairs']",0
0,"['ill', 'little', 'closer', 'like', 'bus', 'stop', 'street']",0
0,"['youwhen', 'wil', 'reach']",0
0,"['new', 'theory', 'argument', 'win', 'situation', 'loses', 'person', 'dont', 'argue', 'ur', 'friend', 'kick', 'amp', 'say', 'im', 'always', 'correct']",0
1,"['u', '447801259231', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', '09058094597']",0
0,"['tomarrow', 'final', 'hearing', 'laptop', 'case', 'cant']",0
0,"['pleassssssseeeeee', 'tel', 'v', 'avent', 'done', 'sportsx']",0
0,"['okay', 'shining', 'wa', 'meant', 'signing', 'sound', 'better']",0
0,"['although', 'told', 'u', 'dat', 'im', 'baig', 'face', 'watch', 'really', 'like', 'e', 'watch', 'u', 'gave', 'co', 'fr', 'u', 'thanx', '4', 'everything', 'dat', 'uve', 'done', 'today', 'im', 'touched']",0
0,"['u', 'dont', 'remember', 'old', 'commercial']",0
0,"['late', 'said', 'website', 'didnt', 'dont', 'slipper']",0
0,"['asked', 'call', 'ok']",1
0,"['kallis', 'wont', 'bat', '2nd', 'inning']",0
0,"['didnt', 'work', 'oh', 'ok', 'goodnight', 'ill', 'fix', 'ready', 'time', 'wake', 'dearly', 'missed', 'good', 'night', 'sleep']",0
1,"['congratulation', 'ur', 'awarded', '500', 'cd', 'voucher', '125gift', 'guaranteed', 'free', 'entry', '2', '100', 'wkly', 'draw', 'txt', 'music', '87066', 'tncs', 'wwwldewcom1win150ppmx3age16']",0
0,"['ranjith', 'cal', 'drpd', 'deeraj', 'deepak', '5min', 'hold']",0
0,"['wen', 'ur', 'lovable', 'bcums', 'angry', 'wid', 'u', 'dnt', 'take', 'seriously', 'coz', 'angry', 'childish', 'n', 'true', 'way', 'showing', 'deep', 'affection', 'care', 'n', 'luv', 'kettoda', 'manda', 'nice', 'day', 'da']",0
0,['doinghow'],0
0,"['ups', '3days', 'also', 'shipping', 'company', 'take', '2wks', 'way', 'usps', 'take', 'week', 'get', 'lag', 'may', 'bribe', 'nipost', 'get', 'stuff']",0
0,"['im', 'back', 'lem', 'know', 'youre', 'ready']",0
0,"['dont', 'necessarily', 'expect', 'done', 'get', 'back', 'though', 'im', 'headin']",0
0,"['mmm', 'yummy', 'babe', 'nice', 'jolt', 'suzy']",0
0,"['lover', 'need']",0
1,"['tried', 'contact', 'reply', 'offer', 'video', 'handset', '750', 'anytime', 'network', 'min', 'unlimited', 'text', 'camcorder', 'reply', 'call', '08000930705']",1
0,"['‘', 'parked', 'next', 'mini', 'coming', 'today', 'think']",0
0,['yup'],0
